scenario_id,configuration,family,severity,t_sec,produced_total,completed_in_time_total,expired_total,salvageable_unsettled_cases,doomed_unsettled_cases,comfortable_slack_cases,warning_slack_cases,critical_slack_cases,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,salvageable_unsettled_share,doomed_unsettled_share,critical_slack_share
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,11.5,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,11.75,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,12.0,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__high,retained_deferred,degradation,high,12.25,1000.0,11.0,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,0.75,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.375,0.0,0.0,0.0,0.5,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,1.0,8.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,6.5,0.774514,5.5,1.5,0.097826,1.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,1.25,51.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,43.5,0.906128,35.0,6.5,0.093871,1.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,1.5,95.5,0.0,0.0,89.0,0.0,89.0,0.0,0.0,64.5,0.724873,61.5,18.0,0.165115,1.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,1.75,133.0,69.0,0.0,70.5,0.0,70.5,0.0,0.0,53.5,0.385584,21.5,17.0,0.112426,0.477382,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,2.0,177.5,69.0,0.0,115.5,0.0,104.0,12.5,0.0,92.5,0.503926,51.5,25.0,0.135277,0.608447,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,2.25,221.5,69.0,0.0,160.5,0.0,103.5,50.0,5.0,119.0,0.504412,81.0,50.0,0.19871,0.686216,0.0,0.022406
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,2.5,267.0,69.0,0.0,197.5,0.0,102.5,52.5,46.0,151.0,0.586256,111.0,36.0,0.141981,0.733691,0.0,0.158684
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,2.75,306.5,69.0,0.0,204.0,39.0,102.0,51.5,52.0,178.0,0.603344,141.0,16.0,0.051925,0.659394,0.122629,0.165031
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,3.0,353.5,69.0,0.0,200.0,77.5,101.0,48.5,51.0,130.0,0.366889,168.5,67.0,0.190109,0.574317,0.221168,0.144222
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,3.25,397.5,147.0,108.5,135.5,0.0,102.5,35.5,0.0,87.0,0.226874,11.5,50.5,0.125927,0.349245,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,3.5,432.0,147.0,108.5,178.0,0.0,103.5,50.0,27.5,143.0,0.329941,39.5,32.0,0.073307,0.420078,0.0,0.063613
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,3.75,474.0,147.0,108.5,206.5,21.0,105.0,51.0,50.5,98.0,0.202265,67.5,97.0,0.203209,0.41972,0.044575,0.10565
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,4.0,519.5,147.0,108.5,208.0,64.5,105.0,52.0,51.0,103.5,0.189963,98.0,108.5,0.199285,0.388987,0.125742,0.096299
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,4.25,563.5,147.0,108.5,210.0,109.5,105.5,52.0,51.5,123.0,0.209125,128.5,89.0,0.152641,0.359249,0.194794,0.091431
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,4.5,609.0,147.0,108.5,210.5,157.0,104.5,53.0,53.0,149.0,0.242789,157.0,58.0,0.092005,0.330788,0.254922,0.083475
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,4.75,650.0,147.0,276.5,210.5,33.5,103.5,53.0,53.0,142.5,0.217671,7.0,62.0,0.098287,0.311134,0.050399,0.078892
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,5.0,694.5,147.0,296.0,208.5,56.0,103.5,52.0,53.0,108.0,0.166115,32.0,87.5,0.130311,0.289416,0.082582,0.07413
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,5.25,740.0,147.0,296.0,205.5,96.0,103.5,51.5,52.0,63.5,0.087598,61.0,129.0,0.173905,0.270779,0.140047,0.068242
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,5.5,785.5,147.0,296.0,207.0,136.0,105.0,52.0,51.5,66.0,0.082542,91.5,138.5,0.172648,0.260564,0.180721,0.064106
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,5.75,832.0,147.0,296.0,209.0,182.5,106.0,52.0,52.0,93.5,0.114869,122.0,108.0,0.127524,0.249257,0.224135,0.061815
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,6.0,877.0,147.0,296.0,210.0,226.0,106.0,53.0,52.0,126.0,0.14161,152.0,78.0,0.087427,0.238764,0.262858,0.058664
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,6.25,923.0,147.0,299.0,210.5,256.5,106.0,53.0,53.0,133.0,0.143686,160.0,73.0,0.077617,0.225697,0.279183,0.056236
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,6.5,966.0,147.0,481.0,211.5,128.0,104.0,53.0,53.0,148.5,0.155998,16.5,64.0,0.067138,0.219938,0.133098,0.054984
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,6.75,1000.0,147.0,481.0,195.5,171.0,91.5,52.0,53.0,138.5,0.146672,37.0,57.0,0.06039,0.2,0.172113,0.053
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,7.0,1000.0,147.0,481.0,153.0,216.5,51.5,53.5,52.5,0.0,0.0,67.0,147.5,0.1475,0.1565,0.217389,0.053
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,7.25,1000.0,147.0,481.0,115.5,260.0,10.5,49.5,53.0,0.0,0.0,96.0,168.0,0.1685,0.1155,0.26,0.053
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,7.5,1000.0,147.0,481.0,73.5,300.0,0.0,21.5,51.0,0.0,0.0,122.0,137.5,0.138122,0.0735,0.3,0.051
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,7.75,1000.0,147.0,481.0,27.5,346.0,0.0,0.0,27.5,0.0,0.0,153.0,109.5,0.1095,0.0275,0.346,0.0275
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,8.0,1000.0,147.0,485.0,0.0,363.5,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.3635,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,8.25,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,8.5,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,8.75,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,9.0,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,9.25,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,9.5,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,9.75,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,10.0,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,10.25,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,10.5,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_deferred__degradation__moderate,retained_deferred,degradation,moderate,10.75,1000.0,148.0,852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,1.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,1.25,62.5,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,1.5,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,1.75,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,2.0,179.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,2.25,661.5,200.0,1.0,185.5,274.0,99.5,33.5,49.5,0.5,0.000748,0.0,199.0,0.284896,0.277664,0.402611,0.074619
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,2.5,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,2.75,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,3.0,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,3.25,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,3.5,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,3.75,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,4.0,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,4.25,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,4.5,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,4.75,678.5,200.0,1.0,208.5,281.0,104.5,52.0,52.5,9.5,0.013789,0.0,199.0,0.289254,0.300932,0.406174,0.075693
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,5.0,695.0,200.0,1.0,208.5,266.0,104.5,52.0,51.5,9.5,0.013789,0.0,199.0,0.284896,0.300932,0.396435,0.075172
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,5.25,711.5,424.0,292.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,5.5,752.0,463.5,293.5,0.5,0.0,0.5,0.0,0.0,0.5,0.000635,0.0,0.0,0.0,0.000635,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,5.75,796.0,507.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,6.0,834.5,539.0,293.5,0.5,0.0,0.5,0.0,0.0,0.5,0.000567,0.0,0.0,0.0,0.000567,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,6.25,878.0,583.0,293.5,1.0,0.0,1.0,0.0,0.0,1.0,0.001131,0.0,0.0,0.0,0.001131,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,6.5,924.0,628.5,293.5,1.0,0.0,1.0,0.0,0.0,1.0,0.001056,0.0,0.0,0.0,0.001056,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,6.75,969.0,673.5,293.5,1.0,0.0,1.0,0.0,0.0,1.0,0.001025,0.0,0.0,0.0,0.001025,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,7.0,1000.0,703.0,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,7.25,1000.0,703.0,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,7.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,7.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,8.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,8.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,8.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,8.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,9.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,9.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,9.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,9.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,10.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,10.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,10.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,10.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,11.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,11.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,11.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,11.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,12.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,12.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,12.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,12.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,13.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,13.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,13.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,13.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,14.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,14.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,14.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,14.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,15.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,15.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,15.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,15.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,16.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,16.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,16.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,16.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,17.0,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,17.25,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,17.5,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,17.75,1000.0,705.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,18.0,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,18.25,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,18.5,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,18.75,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,19.0,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
